S121C	2019-03-14 19:21:52
value unit [W]	time unit [ms]
wavelength	413.000nm
range	AUTO
1.026999E-07	253
1.155851E-07	553
1.155823E-07	853
1.147194E-07	1153
1.132863E-07	1453
7.882772E-07	1753
4.533365E-05	2168
4.551601E-05	2468
4.573090E-05	2768
4.598383E-05	3068
4.618321E-05	3368
4.636369E-05	3668
4.657382E-05	3968
4.674979E-05	4268
4.692634E-05	4568
4.634433E-05	4868
4.645193E-05	5168
4.670438E-05	5468
4.680786E-05	5768
4.651139E-05	6068
4.621397E-05	6368
4.623740E-05	6668
4.647697E-05	6968
4.631294E-05	7268
4.637663E-05	7568
4.606509E-05	7868
4.646442E-05	8168
4.617131E-05	8468
4.591473E-05	8768
4.595886E-05	9068
4.589229E-05	9368
4.618019E-05	9668
4.592904E-05	9968
4.622785E-05	10268
4.627419E-05	10568
4.586471E-05	10868
4.591343E-05	11168
4.611007E-05	11468
4.638885E-05	11768
4.598780E-05	12068
4.656169E-05	12368
4.662056E-05	12668
4.648237E-05	12968
4.613166E-05	13268
4.612848E-05	13568
4.619947E-05	13868
4.635355E-05	14168
4.639479E-05	14468
4.640130E-05	14768
4.591735E-05	15069
4.587365E-05	15369
4.652904E-05	15669
4.665741E-05	15969
4.644935E-05	16269
4.695771E-05	16569
4.699863E-05	16869
4.676436E-05	17169
4.697404E-05	17469
4.691800E-05	17769
4.690239E-05	18069
4.693135E-05	18369
4.655957E-05	18669
4.699422E-05	18969
4.716764E-05	19269
4.719232E-05	19569
4.695850E-05	19869
4.685972E-05	20169
4.661558E-05	20469
4.638888E-05	20769
4.611412E-05	21069
4.587678E-05	21369
4.557103E-05	21669
4.524652E-05	21969
4.485380E-05	22269
4.446804E-05	22569
4.415058E-05	22870
4.383142E-05	23170
4.348789E-05	23470
4.315162E-05	23770
4.287823E-05	24070
4.262945E-05	24370
4.247107E-05	24670
4.224947E-05	24970
4.205905E-05	25270
4.189263E-05	25570
4.178242E-05	25870
4.165525E-05	26170
4.160123E-05	26470
4.150687E-05	26770
4.145791E-05	27070
4.138827E-05	27370
4.132911E-05	27670
4.128329E-05	27970
4.122885E-05	28270
4.116918E-05	28570
4.109985E-05	28870
4.107309E-05	29170
4.102867E-05	29470
4.099922E-05	29770
4.098251E-05	30070
4.097356E-05	30373
4.096444E-05	30673
4.095967E-05	30973
4.093571E-05	31273
4.093531E-05	31573
4.090160E-05	31879
4.087709E-05	32180
4.083610E-05	32480
4.080837E-05	32780
4.076732E-05	33080
4.073863E-05	33380
4.071763E-05	33680
4.071348E-05	33980
4.070557E-05	34280
4.069890E-05	34580
4.068866E-05	34880
4.068768E-05	35180
4.067937E-05	35480
4.068064E-05	35780
4.067400E-05	36080
4.067450E-05	36380
4.067853E-05	36680
4.068172E-05	36980
4.067659E-05	37280
4.068323E-05	37580
4.067809E-05	37880
4.067811E-05	38182
4.068143E-05	38482
4.066191E-05	38782
4.066101E-05	39082
4.065046E-05	39382
4.063440E-05	39682
4.062843E-05	39982
4.061935E-05	40282
4.062257E-05	40582
4.065007E-05	40882
4.067059E-05	41182
4.068820E-05	41482
4.073352E-05	41782
4.078003E-05	42082
4.084877E-05	42382
4.096986E-05	42682
4.111322E-05	42982
4.122973E-05	43282
4.138261E-05	43582
4.156169E-05	43882
4.178760E-05	44182
4.203785E-05	44482
4.226284E-05	44782
4.247640E-05	45082
4.272987E-05	45382
4.297903E-05	45683
4.328039E-05	45983
4.354292E-05	46283
4.373711E-05	46583
4.394975E-05	46883
4.409084E-05	47183
4.422594E-05	47483
4.431112E-05	47783
4.441517E-05	48083
4.453477E-05	48383
4.466110E-05	48683
4.485811E-05	48983
4.498719E-05	49283
4.513315E-05	49583
4.528399E-05	49883
4.539354E-05	50183
4.549179E-05	50483
4.566148E-05	50783
4.578953E-05	51083
4.593702E-05	51383
4.608114E-05	51683
4.611090E-05	51983
4.616542E-05	52283
4.611581E-05	52583
4.610883E-05	52883
4.608236E-05	53183
4.611483E-05	53484
4.613407E-05	53784
4.617822E-05	54084
4.627117E-05	54384
4.635402E-05	54684
4.645556E-05	54984
4.663645E-05	55284
4.685548E-05	55584
4.698219E-05	55884
4.699528E-05	56184
4.695627E-05	56484
4.697790E-05	56784
4.696506E-05	57084
4.694079E-05	57384
4.659124E-05	57684
4.688171E-05	57984
4.664091E-05	58284
4.638735E-05	58584
4.682196E-05	58884
4.645856E-05	59184
4.669888E-05	59484
4.699676E-05	59784
4.723973E-05	60084
4.704834E-05	60384
4.693702E-05	60684
4.675267E-05	60984
4.695332E-05	61286
4.694607E-05	61586
4.696670E-05	61886
4.694835E-05	62186
4.698024E-05	62486
4.705153E-05	62792
4.692669E-05	63092
4.711126E-05	63392
4.718307E-05	63692
4.691216E-05	63992
4.661758E-05	64292
4.677285E-05	64592
4.667274E-05	64892
4.655257E-05	65192
4.600804E-05	65492
4.625569E-05	65792
4.627212E-05	66092
4.625121E-05	66392
4.629252E-05	66692
4.625899E-05	66992
4.622220E-05	67292
4.610439E-05	67592
4.576426E-05	67892
4.559535E-05	68192
4.546861E-05	68492
4.505129E-05	68793
4.511090E-05	69093
4.521709E-05	69393
4.521826E-05	69693
4.490816E-05	69993
4.480302E-05	70293
4.495932E-05	70593
4.447050E-05	70893
4.460712E-05	71193
4.467797E-05	71493
4.466545E-05	71793
4.431794E-05	72093
4.426391E-05	72393
4.460286E-05	72693
4.427573E-05	72993
4.456877E-05	73293
4.486372E-05	73593
4.462266E-05	73893
4.492797E-05	74193
4.479107E-05	74493
4.493832E-05	74793
4.465725E-05	75093
4.470138E-05	75393
4.456696E-05	75693
4.478433E-05	75993
4.501108E-05	76293
4.471445E-05	76594
4.470084E-05	76894
4.446216E-05	77194
4.456596E-05	77494
4.460633E-05	77794
4.464652E-05	78094
4.442550E-05	78394
4.450092E-05	78694
4.449303E-05	78994
4.408291E-05	79294
4.386686E-05	79594
4.419531E-05	79894
4.413100E-05	80194
4.455246E-05	80494
4.429303E-05	80794
4.468131E-05	81094
4.450488E-05	81394
4.469272E-05	81694
4.421378E-05	81994
4.396409E-05	82294
4.420409E-05	82594
4.432266E-05	82894
4.430277E-05	83194
4.446139E-05	83494
4.468765E-05	83794
4.503163E-05	84096
4.457315E-05	84396
4.484068E-05	84696
4.439422E-05	84996
4.471267E-05	85296
4.479238E-05	85596
4.429107E-05	85896
4.487234E-05	86196
4.516788E-05	86496
4.514146E-05	86796
4.470310E-05	87096
4.484922E-05	87396
4.500052E-05	87696
4.549588E-05	87996
4.568363E-05	88296
4.571374E-05	88596
4.582433E-05	88896
4.568463E-05	89196
4.550083E-05	89496
4.572867E-05	89796
4.599607E-05	90096
4.593621E-05	90396
4.590105E-05	90696
4.624249E-05	90996
4.633092E-05	91296
4.615717E-05	91596
4.629626E-05	91897
4.590484E-05	92197
4.629574E-05	92497
4.617055E-05	92797
4.640622E-05	93097
4.674837E-05	93397
4.695729E-05	93703
4.711758E-05	94003
4.707240E-05	94303
4.681384E-05	94603
4.649218E-05	94903
4.691949E-05	95203
4.652949E-05	95503
4.670720E-05	95803
4.633239E-05	96103
4.658044E-05	96403
4.660993E-05	96703
4.682606E-05	97003
4.667126E-05	97303
4.654366E-05	97603
4.681063E-05	97903
4.690628E-05	98203
4.672072E-05	98503
4.685267E-05	98803
4.680558E-05	99103
4.663797E-05	99403
4.663913E-05	99705
4.684828E-05	100005
4.674212E-05	100305
4.672012E-05	100605
4.649721E-05	100905
4.674235E-05	101205
4.659702E-05	101505
4.663580E-05	101805
4.650826E-05	102105
4.650747E-05	102405
4.649311E-05	102705
4.643617E-05	103005
4.635677E-05	103305
4.639949E-05	103605
4.643228E-05	103905
4.640309E-05	104205
4.658204E-05	104505
4.660625E-05	104805
4.668263E-05	105105
4.689144E-05	105405
4.696869E-05	105705
4.679033E-05	106005
4.698932E-05	106305
4.678160E-05	106605
4.687657E-05	106906
4.670751E-05	107206
4.669471E-05	107506
4.671524E-05	107806
4.682112E-05	108106
4.726298E-05	108406
4.698552E-05	108706
4.710456E-05	109006
4.700775E-05	109306
4.647471E-05	109606
4.594186E-05	109906
4.612372E-05	110206
4.599287E-05	110506
4.607361E-05	110806
4.573808E-05	111106
4.569702E-05	111406
4.582129E-05	111706
4.529405E-05	112006
4.541488E-05	112306
4.538060E-05	112606
4.520312E-05	112906
4.491630E-05	113206
4.502442E-05	113506
4.476604E-05	113806
4.476854E-05	114107
4.473281E-05	114407
4.444568E-05	114707
4.411361E-05	115007
4.410210E-05	115307
4.430153E-05	115607
4.402420E-05	115907
4.404568E-05	116207
4.358037E-05	116507
4.361865E-05	116807
4.301430E-05	117107
4.308252E-05	117407
4.268721E-05	117707
4.257578E-05	118007
4.191724E-05	118307
4.139097E-05	118607
4.154944E-05	118907
4.141252E-05	119207
4.135634E-05	119507
4.088864E-05	119807
4.082167E-05	120107
4.099966E-05	120407
4.069546E-05	120707
4.077305E-05	121007
4.089441E-05	121307
4.014519E-05	121609
4.051423E-05	121909
4.115460E-05	122209
4.120448E-05	122509
4.047947E-05	122809
4.068450E-05	123109
4.089341E-05	123415
4.072905E-05	123715
4.078703E-05	124015
4.075756E-05	124315
4.085009E-05	124615
4.085785E-05	124915
4.061348E-05	125215
4.090037E-05	125515
4.062104E-05	125815
4.059425E-05	126115
4.069875E-05	126415
4.033060E-05	126715
4.056016E-05	127015
4.064024E-05	127315
4.080444E-05	127615
4.063832E-05	127915
4.074664E-05	128215
4.069113E-05	128515
4.066779E-05	128816
4.054627E-05	129116
4.053837E-05	129416
4.065731E-05	129716
4.078158E-05	130016
4.083384E-05	130316
4.074655E-05	130616
4.047052E-05	130916
4.062134E-05	131216
4.067580E-05	131516
4.066489E-05	131816
4.061569E-05	132116
4.038089E-05	132416
4.009861E-05	132716
4.082133E-05	133016
4.086422E-05	133316
4.070135E-05	133616
4.103686E-05	133916
4.135416E-05	134216
4.092312E-05	134516
4.131490E-05	134816
4.130709E-05	135116
4.133193E-05	135416
4.140226E-05	135716
4.112038E-05	136016
4.112001E-05	136318
4.116241E-05	136618
4.125282E-05	136918
4.109647E-05	137218
4.116784E-05	137518
4.119285E-05	137818
4.101287E-05	138118
4.122348E-05	138418
4.108782E-05	138718
4.071821E-05	139018
4.084724E-05	139318
4.079693E-05	139618
4.077786E-05	139918
4.080092E-05	140218
4.081377E-05	140518
4.064378E-05	140818
4.045733E-05	141118
4.054410E-05	141418
4.046364E-05	141718
4.030512E-05	142018
4.105635E-05	142318
4.053902E-05	142618
4.076219E-05	142918
4.061496E-05	143218
4.046044E-05	143519
4.039960E-05	143819
4.069499E-05	144119
4.079000E-05	144419
4.050211E-05	144719
4.051415E-05	145019
4.071541E-05	145319
4.053418E-05	145619
4.067571E-05	145919
4.046815E-05	146219
4.064733E-05	146519
4.053227E-05	146819
4.078031E-05	147119
4.083206E-05	147419
4.094247E-05	147719
4.086505E-05	148019
4.085800E-05	148319
4.072779E-05	148619
4.067408E-05	148919
4.056204E-05	149219
4.073662E-05	149519
4.082454E-05	149819
4.075127E-05	150119
4.029352E-05	150419
4.040343E-05	150720
4.041364E-05	151020
4.063221E-05	151320
4.070403E-05	151620
4.082253E-05	151920
4.053723E-05	152220
4.079094E-05	152520
4.076336E-05	152826
4.068506E-05	153126
4.060449E-05	153426
4.065849E-05	153726
4.092090E-05	154026
4.082277E-05	154326
4.066494E-05	154626
4.058166E-05	154926
4.077266E-05	155226
4.096738E-05	155526
4.078421E-05	155826
4.053445E-05	156126
4.096854E-05	156426
4.076637E-05	156726
4.058413E-05	157026
4.110289E-05	157326
4.072184E-05	157626
4.070522E-05	157926
4.067291E-05	158227
4.089536E-05	158527
4.068108E-05	158827
4.050143E-05	159127
4.102870E-05	159427
4.101487E-05	159727
4.079221E-05	160027
4.077507E-05	160327
4.089534E-05	160627
4.065267E-05	160927
4.084316E-05	161227
4.092120E-05	161527
4.083403E-05	161827
4.068011E-05	162127
4.066817E-05	162427
4.068283E-05	162727
4.058963E-05	163027
4.081121E-05	163327
4.110813E-05	163627
4.069816E-05	163927
4.009498E-05	164227
4.039996E-05	164527
4.080049E-05	164827
4.060752E-05	165127
4.032643E-05	165429
4.056415E-05	165729
4.073439E-05	166029
4.046771E-05	166329
4.046148E-05	166629
4.094291E-05	166929
4.087946E-05	167229
4.046208E-05	167529
4.007628E-05	167829
4.034869E-05	168129
4.059168E-05	168429
4.050152E-05	168729
4.063223E-05	169029
4.050336E-05	169329
4.099319E-05	169629
4.085490E-05	169929
4.078539E-05	170229
4.092538E-05	170529
4.075758E-05	170829
4.089428E-05	171129
4.084662E-05	171429
4.077260E-05	171729
4.082630E-05	172029
4.066587E-05	172329
4.091365E-05	172630
4.091073E-05	172930
4.103049E-05	173230
4.105854E-05	173530
4.123007E-05	173830
4.111149E-05	174130
4.104352E-05	174430
4.131203E-05	174730
4.069226E-05	175030
4.101786E-05	175330
4.136538E-05	175630
4.185064E-05	175930
4.151844E-05	176230
4.176673E-05	176530
4.160926E-05	176830
4.124498E-05	177130
4.162287E-05	177430
4.180858E-05	177730
4.189656E-05	178030
4.204569E-05	178330
4.205264E-05	178630
4.216515E-05	178930
4.220867E-05	179230
4.240078E-05	179530
4.215441E-05	179830
4.211569E-05	180131
4.211900E-05	180431
4.231854E-05	180731
4.241274E-05	181031
4.211744E-05	181331
4.224511E-05	181631
4.196478E-05	181931
4.236601E-05	182237
4.209642E-05	182537
