S121C	2019-03-12 18:33:02
value unit [W]	time unit [ms]
wavelength	413.000nm
range	AUTO
1.093619E-02	163
1.093502E-02	463
1.093568E-02	763
1.094000E-02	1063
1.094661E-02	1363
1.094084E-02	1663
1.094058E-02	1963
1.093837E-02	2263
1.093913E-02	2563
1.094179E-02	2863
1.093877E-02	3163
1.093729E-02	3463
1.093550E-02	3763
1.093271E-02	4063
1.092712E-02	4363
1.091936E-02	4663
1.090929E-02	4963
1.089933E-02	5263
1.088337E-02	5563
1.087543E-02	5863
1.086435E-02	6163
1.085253E-02	6463
1.084145E-02	6763
1.083000E-02	7065
1.082158E-02	7365
1.080718E-02	7665
1.079098E-02	7965
1.077243E-02	8265
1.075540E-02	8565
1.074316E-02	8865
1.072942E-02	9165
1.072603E-02	9465
1.072207E-02	9765
1.071827E-02	10065
1.071263E-02	10365
1.069963E-02	10665
1.068967E-02	10965
1.067874E-02	11265
1.066671E-02	11565
1.065518E-02	11865
1.064195E-02	12165
1.061759E-02	12465
1.060059E-02	12765
1.057782E-02	13065
1.056266E-02	13365
1.054156E-02	13665
1.052503E-02	13965
1.050665E-02	14265
1.048827E-02	14565
1.047247E-02	14866
1.045249E-02	15166
1.043430E-02	15466
1.041272E-02	15766
1.039609E-02	16066
1.037944E-02	16366
1.035986E-02	16666
1.034339E-02	16966
1.032172E-02	17266
1.030172E-02	17566
1.028228E-02	17866
1.026264E-02	18166
1.024553E-02	18466
1.022847E-02	18766
1.021444E-02	19066
1.020398E-02	19366
1.019426E-02	19666
1.018395E-02	19966
1.018035E-02	20266
1.017811E-02	20566
1.017600E-02	20866
1.017764E-02	21166
1.018188E-02	21466
1.018799E-02	21766
1.018995E-02	22066
1.019406E-02	22366
1.019589E-02	22668
1.019733E-02	22968
1.019776E-02	23268
1.019612E-02	23568
1.019732E-02	23868
1.019512E-02	24168
1.019472E-02	24468
1.019036E-02	24768
1.019119E-02	25068
1.019248E-02	25368
1.019168E-02	25668
1.019150E-02	25968
1.019034E-02	26268
1.018524E-02	26568
1.018429E-02	26868
1.018260E-02	27168
1.017870E-02	27468
1.017545E-02	27768
1.017296E-02	28068
1.017230E-02	28368
1.017050E-02	28668
1.016976E-02	28968
1.016998E-02	29268
1.017047E-02	29568
1.017412E-02	29868
1.017760E-02	30170
1.018062E-02	30470
1.018691E-02	30770
1.019351E-02	31070
1.019942E-02	31370
1.020583E-02	31678
1.021206E-02	31979
1.021745E-02	32279
1.022387E-02	32579
1.023346E-02	32879
1.024036E-02	33179
1.024827E-02	33479
1.025653E-02	33779
1.026525E-02	34079
1.027390E-02	34379
1.028154E-02	34679
1.029059E-02	34979
1.029748E-02	35279
1.030991E-02	35579
1.031216E-02	35879
1.031745E-02	36179
1.032599E-02	36479
1.033354E-02	36779
1.034058E-02	37079
1.034666E-02	37379
1.034946E-02	37679
1.035522E-02	37981
1.035387E-02	38281
1.036003E-02	38581
1.036018E-02	38881
1.036660E-02	39181
1.037137E-02	39481
1.038450E-02	39781
1.039358E-02	40081
1.040535E-02	40381
1.041592E-02	40681
1.042742E-02	40981
1.043680E-02	41281
1.044704E-02	41581
1.045441E-02	41881
1.046153E-02	42181
1.046536E-02	42481
1.047111E-02	42781
1.046960E-02	43081
1.046572E-02	43381
1.047177E-02	43681
1.047682E-02	43981
1.048360E-02	44281
1.047972E-02	44581
1.047462E-02	44881
1.047477E-02	45181
1.047334E-02	45483
1.047340E-02	45783
1.047258E-02	46083
1.047444E-02	46383
1.047438E-02	46683
1.047715E-02	46983
1.048169E-02	47283
1.047834E-02	47583
1.047905E-02	47883
1.047815E-02	48183
1.047621E-02	48483
1.047824E-02	48783
1.048037E-02	49083
1.047994E-02	49383
1.048559E-02	49683
1.049128E-02	49983
1.049411E-02	50283
1.049981E-02	50583
1.050376E-02	50883
1.050714E-02	51183
1.051086E-02	51483
1.050810E-02	51783
1.051421E-02	52083
1.051179E-02	52383
1.051742E-02	52683
1.052685E-02	52983
1.052895E-02	53284
1.053236E-02	53584
1.053431E-02	53884
1.053510E-02	54184
1.053500E-02	54484
1.053482E-02	54784
1.052891E-02	55084
1.052522E-02	55384
1.051935E-02	55684
1.052081E-02	55984
1.052227E-02	56284
1.051988E-02	56584
1.051452E-02	56884
1.051116E-02	57184
1.050066E-02	57484
1.049071E-02	57784
1.048079E-02	58084
1.047257E-02	58384
1.046016E-02	58684
1.045268E-02	58984
1.043988E-02	59284
1.043484E-02	59584
1.043692E-02	59884
1.043485E-02	60184
1.043478E-02	60484
1.043669E-02	60784
1.043579E-02	61086
1.044496E-02	61386
1.044804E-02	61686
1.045407E-02	61986
1.046114E-02	62286
1.047124E-02	62592
1.048257E-02	62892
1.049458E-02	63192
1.050316E-02	63492
1.051488E-02	63792
1.052576E-02	64092
1.052875E-02	64392
1.053379E-02	64692
1.053630E-02	64992
1.053949E-02	65292
1.054718E-02	65592
1.056258E-02	65892
1.057225E-02	66192
1.058610E-02	66492
1.059670E-02	66792
1.060668E-02	67092
1.061259E-02	67392
1.060999E-02	67692
1.062235E-02	67992
1.062464E-02	68292
1.063008E-02	68594
1.063111E-02	68894
1.063409E-02	69194
1.063797E-02	69494
1.064197E-02	69794
1.065158E-02	70094
1.065990E-02	70394
1.067323E-02	70694
1.068223E-02	70994
1.069791E-02	71294
1.070994E-02	71594
1.073099E-02	71894
1.074905E-02	72194
1.076884E-02	72494
1.078478E-02	72794
1.080260E-02	73094
1.082972E-02	73394
1.084722E-02	73694
1.085499E-02	73994
1.086609E-02	74294
1.087294E-02	74594
1.088501E-02	74894
1.089000E-02	75194
1.089535E-02	75494
1.090410E-02	75794
1.090354E-02	76094
1.091175E-02	76396
1.092497E-02	76696
1.093609E-02	76996
1.095421E-02	77296
1.097535E-02	77596
1.099144E-02	77896
1.101173E-02	78196
1.102998E-02	78496
1.104254E-02	78796
1.106457E-02	79096
1.107624E-02	79396
1.109033E-02	79696
1.109733E-02	79996
1.110333E-02	80296
1.110127E-02	80596
1.110128E-02	80896
1.109578E-02	81196
1.109397E-02	81496
1.109775E-02	81796
1.110385E-02	82096
1.111425E-02	82396
1.111897E-02	82696
1.111655E-02	82996
1.112291E-02	83296
1.112184E-02	83596
1.111896E-02	83897
1.111357E-02	84198
1.111243E-02	84497
1.110646E-02	84798
1.110673E-02	85097
1.110216E-02	85399
1.110481E-02	85697
1.110460E-02	85998
1.110964E-02	86297
1.112238E-02	86598
1.112626E-02	86897
1.112909E-02	87198
1.113352E-02	87497
1.112913E-02	87799
1.112818E-02	88097
1.111863E-02	88398
1.111232E-02	88697
1.110110E-02	88998
1.108702E-02	89297
1.107556E-02	89598
1.105789E-02	89897
1.104210E-02	90199
1.102343E-02	90497
1.100881E-02	90798
1.098775E-02	91097
1.096662E-02	91398
1.094599E-02	91699
1.092905E-02	91999
1.091251E-02	92299
1.089651E-02	92599
1.088413E-02	92899
1.087477E-02	93199
1.086888E-02	93506
1.086264E-02	93806
1.085517E-02	94106
1.084787E-02	94406
1.084657E-02	94706
1.084564E-02	95006
1.085457E-02	95306
1.086006E-02	95606
1.087457E-02	95906
1.089091E-02	96206
1.091202E-02	96506
1.093383E-02	96806
1.095839E-02	97106
1.097835E-02	97406
1.100784E-02	97706
1.102477E-02	98006
1.103921E-02	98306
1.104981E-02	98606
1.105550E-02	98906
1.105468E-02	99206
1.106026E-02	99507
1.105809E-02	99807
1.106122E-02	100107
1.106078E-02	100407
1.105166E-02	100707
1.104292E-02	101007
1.103021E-02	101307
1.102533E-02	101607
1.101374E-02	101907
1.100039E-02	102207
1.099216E-02	102507
1.098632E-02	102807
1.097902E-02	103107
1.098014E-02	103407
1.097875E-02	103707
1.098579E-02	104007
1.098463E-02	104307
1.098153E-02	104607
1.098027E-02	104907
1.097543E-02	105207
1.096317E-02	105507
1.096069E-02	105807
1.094661E-02	106107
1.094631E-02	106407
1.094214E-02	106709
1.093823E-02	107009
1.093973E-02	107309
1.094098E-02	107609
1.095007E-02	107909
1.095609E-02	108209
1.095995E-02	108509
1.096514E-02	108809
1.096825E-02	109109
1.096967E-02	109409
1.096165E-02	109709
1.096043E-02	110009
1.095331E-02	110309
1.094397E-02	110609
1.093141E-02	110909
1.092476E-02	111209
1.091656E-02	111509
1.091621E-02	111809
1.091431E-02	112109
1.091529E-02	112409
1.091256E-02	112709
1.090673E-02	113009
1.090803E-02	113309
1.090340E-02	113609
1.089958E-02	113911
1.089117E-02	114211
1.087978E-02	114511
1.086170E-02	114811
1.084079E-02	115111
1.081847E-02	115411
1.079938E-02	115711
1.077426E-02	116011
1.075373E-02	116311
1.073857E-02	116611
1.071582E-02	116911
1.069517E-02	117211
1.068464E-02	117511
1.066458E-02	117811
1.065550E-02	118111
1.065187E-02	118411
1.066053E-02	118711
1.066969E-02	119011
1.068792E-02	119311
1.070464E-02	119611
1.072650E-02	119911
1.074645E-02	120211
1.076737E-02	120511
1.079252E-02	120811
1.081362E-02	121111
1.083996E-02	121412
1.085953E-02	121712
1.087529E-02	122012
1.088751E-02	122312
1.089497E-02	122612
1.090149E-02	122912
1.090257E-02	123219
1.091404E-02	123519
1.091435E-02	123819
1.092047E-02	124119
1.092350E-02	124419
1.092325E-02	124719
1.093286E-02	125019
1.094230E-02	125319
1.094970E-02	125619
1.096005E-02	125919
1.096504E-02	126219
1.097633E-02	126519
1.099255E-02	126819
1.100473E-02	127119
1.101847E-02	127419
1.102813E-02	127719
1.103991E-02	128019
1.104788E-02	128319
1.105043E-02	128621
1.105989E-02	128921
1.106377E-02	129221
1.106641E-02	129521
1.106947E-02	129821
1.107261E-02	130121
1.107007E-02	130421
1.106568E-02	130721
1.106144E-02	131021
1.104882E-02	131321
1.103000E-02	131621
1.100988E-02	131921
1.098976E-02	132221
1.096983E-02	132521
1.094392E-02	132821
1.092143E-02	133121
1.089544E-02	133421
1.087005E-02	133721
1.085388E-02	134021
1.083717E-02	134321
1.082440E-02	134621
1.081990E-02	134921
1.081412E-02	135221
1.081616E-02	135521
1.081708E-02	135821
1.081842E-02	136122
1.081690E-02	136422
1.080870E-02	136722
1.079877E-02	137022
1.078325E-02	137322
1.077291E-02	137622
1.075741E-02	137922
1.075261E-02	138222
1.074819E-02	138522
1.074730E-02	138822
1.074752E-02	139122
1.075576E-02	139422
1.075614E-02	139722
1.076298E-02	140022
1.076588E-02	140322
1.076942E-02	140622
1.077493E-02	140922
1.077631E-02	141222
1.078057E-02	141522
1.078510E-02	141822
1.079010E-02	142122
1.080493E-02	142422
1.081415E-02	142722
1.082927E-02	143022
1.084530E-02	143324
1.086692E-02	143624
1.088775E-02	143924
1.090920E-02	144224
1.093915E-02	144524
1.096179E-02	144824
1.098790E-02	145124
1.101586E-02	145424
1.103887E-02	145724
1.106768E-02	146024
1.109664E-02	146324
1.112539E-02	146624
1.115019E-02	146924
1.117097E-02	147224
1.119367E-02	147524
1.120977E-02	147824
1.122446E-02	148124
1.123687E-02	148424
1.124885E-02	148724
1.125966E-02	149024
1.127662E-02	149324
1.128785E-02	149624
1.130225E-02	149924
1.130257E-02	150224
1.130566E-02	150526
1.130799E-02	150826
1.131814E-02	151126
1.133318E-02	151426
1.135009E-02	151726
1.136875E-02	152026
1.138479E-02	152326
1.140346E-02	152632
1.142362E-02	152932
1.143961E-02	153232
1.145063E-02	153532
1.146955E-02	153832
1.148135E-02	154132
1.148777E-02	154432
1.149631E-02	154732
1.149814E-02	155032
1.150019E-02	155332
1.149968E-02	155632
1.150323E-02	155932
1.150785E-02	156232
1.151948E-02	156532
1.153416E-02	156832
1.155489E-02	157132
1.157876E-02	157432
1.160622E-02	157732
1.163691E-02	158033
1.166012E-02	158333
1.168842E-02	158633
1.170686E-02	158933
1.172513E-02	159233
1.173741E-02	159533
1.174330E-02	159833
1.174812E-02	160133
1.174945E-02	160433
1.175453E-02	160733
1.175688E-02	161033
1.176350E-02	161333
1.177145E-02	161633
1.178245E-02	161933
1.179224E-02	162233
1.180091E-02	162533
1.181274E-02	162833
1.182164E-02	163133
1.183156E-02	163433
1.184492E-02	163733
1.185857E-02	164033
1.187343E-02	164333
1.188910E-02	164633
1.190403E-02	164933
1.191859E-02	165235
1.193195E-02	165535
1.194221E-02	165835
1.195174E-02	166135
1.195751E-02	166435
1.196194E-02	166735
1.196443E-02	167035
1.196619E-02	167335
1.196660E-02	167635
1.196647E-02	167935
1.196547E-02	168235
1.196360E-02	168535
1.196051E-02	168835
1.195710E-02	169135
1.195494E-02	169435
1.195224E-02	169735
1.194985E-02	170035
1.194681E-02	170335
1.194588E-02	170635
1.194494E-02	170935
1.194634E-02	171235
1.194811E-02	171535
1.195006E-02	171835
1.195110E-02	172135
1.195234E-02	172437
1.195373E-02	172737
1.195526E-02	173037
1.195626E-02	173337
1.195528E-02	173637
1.195360E-02	173937
1.195440E-02	174237
1.195312E-02	174537
1.195233E-02	174837
1.195239E-02	175137
1.194989E-02	175437
1.194945E-02	175737
1.194854E-02	176037
1.194811E-02	176337
1.194613E-02	176637
1.194503E-02	176937
1.194482E-02	177237
1.194479E-02	177537
1.194445E-02	177837
1.194391E-02	178137
1.194435E-02	178437
1.194299E-02	178737
1.193973E-02	179037
1.193838E-02	179337
1.193415E-02	179637
1.193149E-02	179938
1.192852E-02	180238
1.192589E-02	180538
1.192385E-02	180838
1.192295E-02	181138
1.192290E-02	181438
1.192098E-02	181738
1.191964E-02	182045
1.191587E-02	182345
