CH2,CH3,Start,Increment,
Volt,Volt,-6.00000e-04,1.00000e-06
8.00e-03,-1.00e-02,
0.00e+00,-4.00e-03,
8.00e-03,-4.00e-03,
0.00e+00,-1.20e-02,
0.00e+00,-1.20e-02,
8.00e-03,-4.00e-03,
8.00e-03,-1.20e-02,
0.00e+00,-4.00e-03,
8.00e-03,-4.00e-03,
0.00e+00,-1.20e-02,
0.00e+00,-2.00e-03,
8.00e-03,-1.20e-02,
0.00e+00,-1.00e-02,
8.00e-03,-4.00e-03,
0.00e+00,-4.00e-03,
8.00e-03,-1.00e-02,
0.00e+00,-1.00e-02,
8.00e-03,-4.00e-03,
0.00e+00,-4.00e-03,
8.00e-03,-1.00e-02,
0.00e+00,-4.00e-03,
8.00e-03,-1.00e-02,
0.00e+00,-4.00e-03,
8.00e-03,-1.20e-02,
8.00e-03,-4.00e-03,
0.00e+00,-1.00e-02,
0.00e+00,-1.20e-02,
8.00e-03,-2.00e-03,
0.00e+00,-1.00e-02,
8.00e-03,-2.00e-03,
8.00e-03,-4.00e-03,
0.00e+00,-1.20e-02,
0.00e+00,-1.00e-02,
8.00e-03,-4.00e-03,
8.00e-03,-4.00e-03,
0.00e+00,-1.00e-02,
0.00e+00,-1.00e-02,
1.20e-02,-4.00e-03,
8.00e-03,-1.00e-02,
0.00e+00,-4.00e-03,
1.20e-02,-1.00e-02,
0.00e+00,-2.00e-03,
0.00e+00,-4.00e-03,
1.20e-02,-1.20e-02,
0.00e+00,-2.00e-03,
1.20e-02,-1.00e-02,
0.00e+00,-1.00e-02,
8.00e-03,-2.00e-03,
0.00e+00,-1.00e-02,
1.20e-02,-2.00e-03,
0.00e+00,-1.00e-02,
1.20e-02,-2.00e-03,
0.00e+00,-1.00e-02,
8.00e-03,-2.00e-03,
0.00e+00,-2.00e-03,
8.00e-03,-1.00e-02,
0.00e+00,-1.00e-02,
8.00e-03,-2.00e-03,
0.00e+00,-1.00e-02,
8.00e-03,-2.00e-03,
8.00e-03,-1.00e-02,
0.00e+00,-2.00e-03,
8.00e-03,-1.00e-02,
0.00e+00,-2.00e-03,
0.00e+00,-2.00e-03,
1.20e-02,-1.00e-02,
0.00e+00,-2.00e-03,
8.00e-03,-1.00e-02,
0.00e+00,-1.00e-02,
1.20e-02,-2.00e-03,
0.00e+00,-1.00e-02,
8.00e-03,-2.00e-03,
0.00e+00,-1.00e-02,
8.00e-03,-2.00e-03,
8.00e-03,-1.00e-02,
0.00e+00,-2.00e-03,
0.00e+00,-2.00e-03,
8.00e-03,-1.00e-02,
0.00e+00,-2.00e-03,
8.00e-03,-1.00e-02,
0.00e+00,-2.00e-03,
8.00e-03,-1.00e-02,
0.00e+00,-1.00e-02,
8.00e-03,-2.00e-03,
0.00e+00,-2.00e-03,
1.20e-02,-1.00e-02,
0.00e+00,-2.00e-03,
8.00e-03,-1.00e-02,
0.00e+00,-2.00e-03,
1.20e-02,-1.00e-02,
